,곡률,0.70,,,,,,,거래일자,종가,매매모드,변동률,매수예정,LOC 매수목표,목표량,매수가,매수량,매수금액,수수료,목표가,MOC,MOC매도,,매도일,매도가,매도량,매도금액,수수료,당일실현,손익금액,손익률,누적손익,갱신,복리금액,자금갱신,시드증액,입출금,예수금,보유량,평가금,총자산,수익률,DD,예상수,실제수,절감액,비       고,,매도추출,목표가,매도량,,,매수가,수량,,매도가,수량,,유형,매매가,수량,%,,07.10.,주문가,수량,%,체결,%p,%     ,,,,매도추출,목표가,매도량,,,,매수가,수량,,매도가,수량,,"=calculateOrders(CF10:CH30,CC10:CE30)",,,
,,,,,,,,,, , ,, , , , , , ,, ,,,0,,, , ,,, ,, ,,,,,, , , , ,,, , , ,,0,,,,,,,,,,,,,,,,,,,,,FALSE,, ,,,,,,,,,,,,,,,,,,,
,,,,,,,,,, , ,, , , , , , ,, ,,,0,,, , ,,, ,, ,,,,,, , , , ,,, , , ,,0,,,,,,,,,,,,,,,,,,,,,FALSE,, ,,,,,,,,,,,,,,,,,,,
,,,,,,,,,, , ,, , , , , , ,, ,,,0,,, , ,,, ,, ,,,,,, , , , ,,, , , ,,0,,,,,,,,,,,,,,,,,,,,,FALSE,, ,,,,,,,,,,,,,,,,,,,
,,,,,,,,,, , ,, , , , , , ,, ,,,0,,, , ,,, ,, ,,,,,, , , , ,,, , , ,,0,,,,,,,,,,,,,,,,,,,,,FALSE,, ,,,,,,,,,,,,,,,,,,,
,,,,,,,,,, , ,, , , , , , ,, ,,,0,,, , ,,, ,, ,,,,,, , , , ,,, , , ,,0,,,,,,,,,,,,,,,,,,,,,FALSE,, ,,,,,,,,,,,,,,,,,,,
,,,,,,,,,, , ,, , , , , , ,, ,,,0,,, , ,,, ,, ,,,,,, , , , ,,, , , ,,0,,,,,,,,,,,,,,,,,,,,,FALSE,, ,,,,,,,,,,,,,,,,,,,
,,,,,,,,,, , ,, , , , , , ,, ,,,0,,, , ,,, ,, ,,,,,, , , , ,,, , , ,,0,,,,,,,,,,,,,,,,,,,,,FALSE,, ,,,,,,,,,,,,,,,,,,,
,,,,,,,,,, , ,, , , , , , ,, ,,,0,,, , ,,, ,, ,,,,,, , , , ,,, , , ,,0,,,,,,,,,,,,,,,,,,,,,FALSE,, ,,,,,,,,,,,,,,,,,,,
,,,,,,,,,, , ,, , , , , , ,, ,,,0,,, , ,,, ,, ,,,,,, , , , ,,, , , ,,0,,,,,,,,,,,,,,,,,,,,,FALSE,, ,,,,,,,,,,,,,,,,,,,
,,,,,,,,,, , ,, , , , , , ,, ,,,0,,, , ,,, ,, ,,,,,, , , , ,,, , , ,,0,,,,,,,,,,,,,,,,,,,,,FALSE,, ,,,,,,,,,,,,,,,,,,,
,,,,,,,,,, , ,, , , , , , ,, ,,,0,,, , ,,, ,, ,,,,,, , , , ,,, , , ,,0,,,,,,,,,,,,,,,,,,,,,FALSE,, ,,,,,,,,,,,,,,,,,,,
,,,,,,,,,, , ,, , , , , , ,, ,,,0,,, , ,,, ,, ,,,,,, , , , ,,, , , ,,0,,,,,,,,,,,,,,,,,,,,,FALSE,, ,,,,,,,,,,,,,,,,,,,
,,,,,,,,,, , ,, , , , , , ,, ,,,0,,, , ,,, ,, ,,,,,, , , , ,,, , , ,,0,,,,,,,,,,,,,,,,,,,,,FALSE,, ,,,,,,,,,,,,,,,,,,,
,,,,,,,,,, , ,, , , , , , ,, ,,,0,,, , ,,, ,, ,,,,,, , , , ,,, , , ,,0,,,,,,,,,,,,,,,,,,,,,FALSE,, ,,,,,,,,,,,,,,,,,,,
,,,,,,,,,, , ,, , , , , , ,, ,,,0,,, , ,,, ,, ,,,,,, , , , ,,, , , ,,0,,,,,,,,,,,,,,,,,,,,,FALSE,, ,,,,,,,,,,,,,,,,,,,
,,,,,,,,,, , ,, , , , , , ,, ,,,0,,, , ,,, ,, ,,,,,, , , , ,,, , , ,,0,,,,,,,,,,,,,,,,,,,,,FALSE,, ,,,,,,,,,,,,,,,,,,,
,,,,,,,,,, , ,, , , , , , ,, ,,,0,,, , ,,, ,, ,,,,,, , , , ,,, , , ,,0,,,,,,,,,,,,,,,,,,,,,FALSE,, ,,,,,,,,,,,,,,,,,,,
,,,,,,,,,, , ,, , , , , , ,, ,,,0,,, , ,,, ,, ,,,,,, , , , ,,, , , ,,0,,,,,,,,,,,,,,,,,,,,,FALSE,, ,,,,,,,,,,,,,,,,,,,
,,,,,,,,,, , ,, , , , , , ,, ,,,0,,, , ,,, ,, ,,,,,, , , , ,,, , , ,,0,,,,,,,,,,,,,,,,,,,,,FALSE,, ,,,,,,,,,,,,,,,,,,,
,,,,,,,,,, , ,, , , , , , ,, ,,,0,,, , ,,, ,, ,,,,,, , , , ,,, , , ,,0,,,,,,,,,,,,,,,,,,,,,FALSE,, ,,,,,,,,,,,,,,,,,,,
,,,,,,,,,, , ,, , , , , , ,, ,,,0,,, , ,,, ,, ,,,,,, , , , ,,, , , ,,0,,,,,,,,,,,,,,,,,,,,,FALSE,, ,,,,,,,,,,,,,,,,,,,
,,,,,,,,,, , ,, , , , , , ,, ,,,0,,, , ,,, ,, ,,,,,, , , , ,,, , , ,,0,,,,,,,,,,,,,,,,,,,,,FALSE,, ,,,,,,,,,,,,,,,,,,,
,,,,,,,,,, , ,, , , , , , ,, ,,,0,,, , ,,, ,, ,,,,,, , , , ,,, , , ,,0,,,,,,,,,,,,,,,,,,,,,FALSE,, ,,,,,,,,,,,,,,,,,,,
,,,,,,,,,, , ,, , , , , , ,, ,,,0,,, , ,,, ,, ,,,,,, , , , ,,, , , ,,0,,,,,,,,,,,,,,,,,,,,,FALSE,, ,,,,,,,,,,,,,,,,,,,
,,,,,,,,,, , ,, , , , , , ,, ,,,0,,, , ,,, ,, ,,,,,, , , , ,,, , , ,,0,,,,,,,,,,,,,,,,,,,,,FALSE,, ,,,,,,,,,,,,,,,,,,,
,,,,,,,,,, , ,, , , , , , ,, ,,,0,,, , ,,, ,, ,,,,,, , , , ,,, , , ,,0,,,,,,,,,,,,,,,,,,,,,FALSE,, ,,,,,,,,,,,,,,,,,,,
,,,,,,,,,, , ,, , , , , , ,, ,,,0,,, , ,,, ,, ,,,,,, , , , ,,, , , ,,0,,,,,,,,,,,,,,,,,,,,,FALSE,, ,,,,,,,,,,,,,,,,,,,
,,,,,,,,,, , ,, , , , , , ,, ,,,0,,, , ,,, ,, ,,,,,, , , , ,,, , , ,,0,,,,,,,,,,,,,,,,,,,,,FALSE,, ,,,,,,,,,,,,,,,,,,,
,,,,,,,,,, , ,, , , , , , ,, ,,,0,,, , ,,, ,, ,,,,,, , , , ,,, , , ,,0,,,,,,,,,,,,,,,,,,,,,FALSE,, ,,,,,,,,,,,,,,,,,,,
,,,,,,,,,, , ,, , , , , , ,, ,,,0,,, , ,,, ,, ,,,,,, , , , ,,, , , ,,0,,,,,,,,,,,,,,,,,,,,,FALSE,, ,,,,,,,,,,,,,,,,,,,
,,,,,,,,,, , ,, , , , , , ,, ,,,0,,, , ,,, ,, ,,,,,, , , , ,,, , , ,,0,,,,,,,,,,,,,,,,,,,,,FALSE,, ,,,,,,,,,,,,,,,,,,,
,,,,,,,,,, , ,, , , , , , ,, ,,,0,,, , ,,, ,, ,,,,,, , , , ,,, , , ,,0,,,,,,,,,,,,,,,,,,,,,FALSE,, ,,,,,,,,,,,,,,,,,,,
,,,,,,,,,, , ,, , , , , , ,, ,,,0,,, , ,,, ,, ,,,,,, , , , ,,, , , ,,0,,,,,,,,,,,,,,,,,,,,,FALSE,, ,,,,,,,,,,,,,,,,,,,
,,,,,,,,,, , ,, , , , , , ,, ,,,0,,, , ,,, ,, ,,,,,, , , , ,,, , , ,,0,,,,,,,,,,,,,,,,,,,,,FALSE,, ,,,,,,,,,,,,,,,,,,,
,,,,,,,,,, , ,, , , , , , ,, ,,,0,,, , ,,, ,, ,,,,,, , , , ,,, , , ,,0,,,,,,,,,,,,,,,,,,,,,FALSE,, ,,,,,,,,,,,,,,,,,,,
,,,,,,,,,, , ,, , , , , , ,, ,,,0,,, , ,,, ,, ,,,,,, , , , ,,, , , ,,0,,,,,,,,,,,,,,,,,,,,,FALSE,, ,,,,,,,,,,,,,,,,,,,
,,,,,,,,,, , ,, , , , , , ,, ,,,0,,, , ,,, ,, ,,,,,, , , , ,,, , , ,,0,,,,,,,,,,,,,,,,,,,,,FALSE,, ,,,,,,,,,,,,,,,,,,,
,,,,,,,,,, , ,, , , , , , ,, ,,,0,,, , ,,, ,, ,,,,,, , , , ,,, , , ,,0,,,,,,,,,,,,,,,,,,,,,FALSE,, ,,,,,,,,,,,,,,,,,,,
,,,,,,,,,, , ,, , , , , , ,, ,,,0,,, , ,,, ,, ,,,,,, , , , ,,, , , ,,0,,,,,,,,,,,,,,,,,,,,,FALSE,, ,,,,,,,,,,,,,,,,,,,
,,,,,,,,,, , ,, , , , , , ,, ,,,0,,, , ,,, ,, ,,,,,, , , , ,,, , , ,,0,,,,,,,,,,,,,,,,,,,,,FALSE,, ,,,,,,,,,,,,,,,,,,,
,,,,,,,,,, , ,, , , , , , ,, ,,,0,,, , ,,, ,, ,,,,,, , , , ,,, , , ,,0,,,,,,,,,,,,,,,,,,,,,FALSE,, ,,,,,,,,,,,,,,,,,,,
,,,,,,,,,, , ,, , , , , , ,, ,,,0,,, , ,,, ,, ,,,,,, , , , ,,, , , ,,0,,,,,,,,,,,,,,,,,,,,,FALSE,, ,,,,,,,,,,,,,,,,,,,
,,,,,,,,,, , ,, , , , , , ,, ,,,0,,, , ,,, ,, ,,,,,, , , , ,,, , , ,,0,,,,,,,,,,,,,,,,,,,,,FALSE,, ,,,,,,,,,,,,,,,,,,,
,,,,,,,,,, , ,, , , , , , ,, ,,,0,,, , ,,, ,, ,,,,,, , , , ,,, , , ,,0,,,,,,,,,,,,,,,,,,,,,FALSE,, ,,,,,,,,,,,,,,,,,,,
,,,,,,,,,, , ,, , , , , , ,, ,,,0,,, , ,,, ,, ,,,,,, , , , ,,, , , ,,0,,,,,,,,,,,,,,,,,,,,,FALSE,, ,,,,,,,,,,,,,,,,,,,
,,,,,,,,,, , ,, , , , , , ,, ,,,0,,, , ,,, ,, ,,,,,, , , , ,,, , , ,,0,,,,,,,,,,,,,,,,,,,,,FALSE,, ,,,,,,,,,,,,,,,,,,,
,,,,,,,,,, , ,, , , , , , ,, ,,,0,,, , ,,, ,, ,,,,,, , , , ,,, , , ,,0,,,,,,,,,,,,,,,,,,,,,FALSE,, ,,,,,,,,,,,,,,,,,,,
,,,,,,,,,, , ,, , , , , , ,, ,,,0,,, , ,,, ,, ,,,,,, , , , ,,, , , ,,0,,,,,,,,,,,,,,,,,,,,,FALSE,, ,,,,,,,,,,,,,,,,,,,
,,,,,,,,,, , ,, , , , , , ,, ,,,0,,, , ,,, ,, ,,,,,, , , , ,,, , , ,,0,,,,,,,,,,,,,,,,,,,,,FALSE,, ,,,,,,,,,,,,,,,,,,,
,,,,,,,,,, , ,, , , , , , ,, ,,,0,,, , ,,, ,, ,,,,,, , , , ,,, , , ,,0,,,,,,,,,,,,,,,,,,,,,FALSE,, ,,,,,,,,,,,,,,,,,,,
,,,,,,,,,, , ,, , , , , , ,, ,,,0,,, , ,,, ,, ,,,,,, , , , ,,, , , ,,0,,,,,,,,,,,,,,,,,,,,,FALSE,, ,,,,,,,,,,,,,,,,,,,
,,,,,,,,,, , ,, , , , , , ,, ,,,0,,, , ,,, ,, ,,,,,, , , , ,,, , , ,,0,,,,,,,,,,,,,,,,,,,,,FALSE,, ,,,,,,,,,,,,,,,,,,,
,,,,,,,,,, , ,, , , , , , ,, ,,,0,,, , ,,, ,, ,,,,,, , , , ,,, , , ,,0,,,,,,,,,,,,,,,,,,,,,FALSE,, ,,,,,,,,,,,,,,,,,,,
,,,,,,,,,, , ,, , , , , , ,, ,,,0,,, , ,,, ,, ,,,,,, , , , ,,, , , ,,0,,,,,,,,,,,,,,,,,,,,,FALSE,, ,,,,,,,,,,,,,,,,,,,
,,,,,,,,,, , ,, , , , , , ,, ,,,0,,, , ,,, ,, ,,,,,, , , , ,,, , , ,,0,,,,,,,,,,,,,,,,,,,,,FALSE,, ,,,,,,,,,,,,,,,,,,,
,,,,,,,,,, , ,, , , , , , ,, ,,,0,,, , ,,, ,, ,,,,,, , , , ,,, , , ,,0,,,,,,,,,,,,,,,,,,,,,FALSE,, ,,,,,,,,,,,,,,,,,,,
,,,,,,,,,, , ,, , , , , , ,, ,,,0,,, , ,,, ,, ,,,,,, , , , ,,, , , ,,0,,,,,,,,,,,,,,,,,,,,,FALSE,, ,,,,,,,,,,,,,,,,,,,
,,,,,,,,,, , ,, , , , , , ,, ,,,0,,, , ,,, ,, ,,,,,, , , , ,,, , , ,,0,,,,,,,,,,,,,,,,,,,,,FALSE,, ,,,,,,,,,,,,,,,,,,,
,,,,,,,,,, , ,, , , , , , ,, ,,,0,,, , ,,, ,, ,,,,,, , , , ,,, , , ,,0,,,,,,,,,,,,,,,,,,,,,FALSE,, ,,,,,,,,,,,,,,,,,,,
,,,,,,,,,, , ,, , , , , , ,, ,,,0,,, , ,,, ,, ,,,,,, , , , ,,, , , ,,0,,,,,,,,,,,,,,,,,,,,,FALSE,, ,,,,,,,,,,,,,,,,,,,
,,,,,,,,,, , ,, , , , , , ,, ,,,0,,, , ,,, ,, ,,,,,, , , , ,,, , , ,,0,,,,,,,,,,,,,,,,,,,,,FALSE,, ,,,,,,,,,,,,,,,,,,,
,,,,,,,,,, , ,, , , , , , ,, ,,,0,,, , ,,, ,, ,,,,,, , , , ,,, , , ,,0,,,,,,,,,,,,,,,,,,,,,FALSE,, ,,,,,,,,,,,,,,,,,,,
,,,,,,,,,, , ,, , , , , , ,, ,,,0,,, , ,,, ,, ,,,,,, , , , ,,, , , ,,0,,,,,,,,,,,,,,,,,,,,,FALSE,, ,,,,,,,,,,,,,,,,,,,
,,,,,,,,,, , ,, , , , , , ,, ,,,0,,, , ,,, ,, ,,,,,, , , , ,,, , , ,,0,,,,,,,,,,,,,,,,,,,,,FALSE,, ,,,,,,,,,,,,,,,,,,,
,,,,,,,,,, , ,, , , , , , ,, ,,,0,,, , ,,, ,, ,,,,,, , , , ,,, , , ,,0,,,,,,,,,,,,,,,,,,,,,FALSE,, ,,,,,,,,,,,,,,,,,,,
,,,,,,,,,, , ,, , , , , , ,, ,,,0,,, , ,,, ,, ,,,,,, , , , ,,, , , ,,0,,,,,,,,,,,,,,,,,,,,,FALSE,, ,,,,,,,,,,,,,,,,,,,
,,,,,,,,,, , ,, , , , , , ,, ,,,0,,, , ,,, ,, ,,,,,, , , , ,,, , , ,,0,,,,,,,,,,,,,,,,,,,,,FALSE,, ,,,,,,,,,,,,,,,,,,,
,,,,,,,,,, , ,, , , , , , ,, ,,,0,,, , ,,, ,, ,,,,,, , , , ,,, , , ,,0,,,,,,,,,,,,,,,,,,,,,FALSE,, ,,,,,,,,,,,,,,,,,,,
,,,,,,,,,, , ,, , , , , , ,, ,,,0,,, , ,,, ,, ,,,,,, , , , ,,, , , ,,0,,,,,,,,,,,,,,,,,,,,,FALSE,, ,,,,,,,,,,,,,,,,,,,
,,,,,,,,,, , ,, , , , , , ,, ,,,0,,, , ,,, ,, ,,,,,, , , , ,,, , , ,,0,,,,,,,,,,,,,,,,,,,,,FALSE,, ,,,,,,,,,,,,,,,,,,,
,,,,,,,,,, , ,, , , , , , ,, ,,,0,,, , ,,, ,, ,,,,,, , , , ,,, , , ,,0,,,,,,,,,,,,,,,,,,,,,FALSE,, ,,,,,,,,,,,,,,,,,,,
,,,,,,,,,, , ,, , , , , , ,, ,,,0,,, , ,,, ,, ,,,,,, , , , ,,, , , ,,0,,,,,,,,,,,,,,,,,,,,,FALSE,, ,,,,,,,,,,,,,,,,,,,
,,,,,,,,,, , ,, , , , , , ,, ,,,0,,, , ,,, ,, ,,,,,, , , , ,,, , , ,,0,,,,,,,,,,,,,,,,,,,,,FALSE,, ,,,,,,,,,,,,,,,,,,,
,,,,,,,,,, , ,, , , , , , ,, ,,,0,,, , ,,, ,, ,,,,,, , , , ,,, , , ,,0,,,,,,,,,,,,,,,,,,,,,FALSE,, ,,,,,,,,,,,,,,,,,,,
,,,,,,,,,, , ,, , , , , , ,, ,,,0,,, , ,,, ,, ,,,,,, , , , ,,, , , ,,0,,,,,,,,,,,,,,,,,,,,,FALSE,, ,,,,,,,,,,,,,,,,,,,
,,,,,,,,,, , ,, , , , , , ,, ,,,0,,, , ,,, ,, ,,,,,, , , , ,,, , , ,,0,,,,,,,,,,,,,,,,,,,,,FALSE,, ,,,,,,,,,,,,,,,,,,,
,,,,,,,,,, , ,, , , , , , ,, ,,,0,,, , ,,, ,, ,,,,,, , , , ,,, , , ,,0,,,,,,,,,,,,,,,,,,,,,FALSE,, ,,,,,,,,,,,,,,,,,,,
,,,,,,,,,, , ,, , , , , , ,, ,,,0,,, , ,,, ,, ,,,,,, , , , ,,, , , ,,0,,,,,,,,,,,,,,,,,,,,,FALSE,, ,,,,,,,,,,,,,,,,,,,
,,,,,,,,,, , ,, , , , , , ,, ,,,0,,, , ,,, ,, ,,,,,, , , , ,,, , , ,,0,,,,,,,,,,,,,,,,,,,,,FALSE,, ,,,,,,,,,,,,,,,,,,,
,,,,,,,,,, , ,, , , , , , ,, ,,,0,,, , ,,, ,, ,,,,,, , , , ,,, , , ,,0,,,,,,,,,,,,,,,,,,,,,FALSE,, ,,,,,,,,,,,,,,,,,,,
,,,,,,,,,, , ,, , , , , , ,, ,,,0,,, , ,,, ,, ,,,,,, , , , ,,, , , ,,0,,,,,,,,,,,,,,,,,,,,,FALSE,, ,,,,,,,,,,,,,,,,,,,
,,,,,,,,,, , ,, , , , , , ,, ,,,0,,, , ,,, ,, ,,,,,, , , , ,,, , , ,,0,,,,,,,,,,,,,,,,,,,,,FALSE,, ,,,,,,,,,,,,,,,,,,,
,,,,,,,,,, , ,, , , , , , ,, ,,,0,,, , ,,, ,, ,,,,,, , , , ,,, , , ,,0,,,,,,,,,,,,,,,,,,,,,FALSE,, ,,,,,,,,,,,,,,,,,,,
,,,,,,,,,, , ,, , , , , , ,, ,,,0,,, , ,,, ,, ,,,,,, , , , ,,, , , ,,0,,,,,,,,,,,,,,,,,,,,,FALSE,, ,,,,,,,,,,,,,,,,,,,
,,,,,,,,,, , ,, , , , , , ,, ,,,0,,, , ,,, ,, ,,,,,, , , , ,,, , , ,,0,,,,,,,,,,,,,,,,,,,,,FALSE,, ,,,,,,,,,,,,,,,,,,,
,,,,,,,,,, , ,, , , , , , ,, ,,,0,,, , ,,, ,, ,,,,,, , , , ,,, , , ,,0,,,,,,,,,,,,,,,,,,,,,FALSE,, ,,,,,,,,,,,,,,,,,,,
,,,,,,,,,, , ,, , , , , , ,, ,,,0,,, , ,,, ,, ,,,,,, , , , ,,, , , ,,0,,,,,,,,,,,,,,,,,,,,,FALSE,, ,,,,,,,,,,,,,,,,,,,
,,,,,,,,,, , ,, , , , , , ,, ,,,0,,, , ,,, ,, ,,,,,, , , , ,,, , , ,,0,,,,,,,,,,,,,,,,,,,,,FALSE,, ,,,,,,,,,,,,,,,,,,,
,,,,,,,,,, , ,, , , , , , ,, ,,,0,,, , ,,, ,, ,,,,,, , , , ,,, , , ,,0,,,,,,,,,,,,,,,,,,,,,FALSE,, ,,,,,,,,,,,,,,,,,,,
,,,,,,,,,, , ,, , , , , , ,, ,,,0,,, , ,,, ,, ,,,,,, , , , ,,, , , ,,0,,,,,,,,,,,,,,,,,,,,,FALSE,, ,,,,,,,,,,,,,,,,,,,
,,,,,,,,,, , ,, , , , , , ,, ,,,0,,, , ,,, ,, ,,,,,, , , , ,,, , , ,,0,,,,,,,,,,,,,,,,,,,,,FALSE,, ,,,,,,,,,,,,,,,,,,,
,,,,,,,,,, , ,, , , , , , ,, ,,,0,,, , ,,, ,, ,,,,,, , , , ,,, , , ,,0,,,,,,,,,,,,,,,,,,,,,FALSE,, ,,,,,,,,,,,,,,,,,,,
,,,,,,,,,, , ,, , , , , , ,, ,,,0,,, , ,,, ,, ,,,,,, , , , ,,, , , ,,0,,,,,,,,,,,,,,,,,,,,,FALSE,, ,,,,,,,,,,,,,,,,,,,
,,,,,,,,,, , ,, , , , , , ,, ,,,0,,, , ,,, ,, ,,,,,, , , , ,,, , , ,,0,,,,,,,,,,,,,,,,,,,,,FALSE,, ,,,,,,,,,,,,,,,,,,,
,,,,,,,,,, , ,, , , , , , ,, ,,,0,,, , ,,, ,, ,,,,,, , , , ,,, , , ,,0,,,,,,,,,,,,,,,,,,,,,FALSE,, ,,,,,,,,,,,,,,,,,,,
,,,,,,,,,, , ,, , , , , , ,, ,,,0,,, , ,,, ,, ,,,,,, , , , ,,, , , ,,0,,,,,,,,,,,,,,,,,,,,,FALSE,, ,,,,,,,,,,,,,,,,,,,
,,,,,,,,,, , ,, , , , , , ,, ,,,0,,, , ,,, ,, ,,,,,, , , , ,,, , , ,,0,,,,,,,,,,,,,,,,,,,,,FALSE,, ,,,,,,,,,,,,,,,,,,,
,,,,,,,,,, , ,, , , , , , ,, ,,,0,,, , ,,, ,, ,,,,,, , , , ,,, , , ,,0,,,,,,,,,,,,,,,,,,,,,FALSE,, ,,,,,,,,,,,,,,,,,,,
,,,,,,,,,, , ,, , , , , , ,, ,,,0,,, , ,,, ,, ,,,,,, , , , ,,, , , ,,0,,,,,,,,,,,,,,,,,,,,,FALSE,, ,,,,,,,,,,,,,,,,,,,
,,,,,,,,,, , ,, , , , , , ,, ,,,0,,, , ,,, ,, ,,,,,, , , , ,,, , , ,,0,,,,,,,,,,,,,,,,,,,,,FALSE,, ,,,,,,,,,,,,,,,,,,,
,,,,,,,,,, , ,, , , , , , ,, ,,,0,,, , ,,, ,, ,,,,,, , , , ,,, , , ,,0,,,,,,,,,,,,,,,,,,,,,FALSE,, ,,,,,,,,,,,,,,,,,,,
,,,,,,,,,, , ,, , , , , , ,, ,,,0,,, , ,,, ,, ,,,,,, , , , ,,, , , ,,0,,,,,,,,,,,,,,,,,,,,,FALSE,, ,,,,,,,,,,,,,,,,,,,
,,,,,,,,,, , ,, , , , , , ,, ,,,0,,, , ,,, ,, ,,,,,, , , , ,,, , , ,,0,,,,,,,,,,,,,,,,,,,,,FALSE,, ,,,,,,,,,,,,,,,,,,,
,,,,,,,,,, , ,, , , , , , ,, ,,,0,,, , ,,, ,, ,,,,,, , , , ,,, , , ,,0,,,,,,,,,,,,,,,,,,,,,FALSE,, ,,,,,,,,,,,,,,,,,,,
,,,,,,,,,, , ,, , , , , , ,, ,,,0,,, , ,,, ,, ,,,,,, , , , ,,, , , ,,0,,,,,,,,,,,,,,,,,,,,,FALSE,, ,,,,,,,,,,,,,,,,,,,
,,,,,,,,,, , ,, , , , , , ,, ,,,0,,, , ,,, ,, ,,,,,, , , , ,,, , , ,,0,,,,,,,,,,,,,,,,,,,,,FALSE,, ,,,,,,,,,,,,,,,,,,,
,,,,,,,,,, , ,, , , , , , ,, ,,,0,,, , ,,, ,, ,,,,,, , , , ,,, , , ,,0,,,,,,,,,,,,,,,,,,,,,FALSE,, ,,,,,,,,,,,,,,,,,,,
,,,,,,,,,, , ,, , , , , , ,, ,,,0,,, , ,,, ,, ,,,,,, , , , ,,, , , ,,0,,,,,,,,,,,,,,,,,,,,,FALSE,, ,,,,,,,,,,,,,,,,,,,
,,,,,,,,,, , ,, , , , , , ,, ,,,0,,, , ,,, ,, ,,,,,, , , , ,,, , , ,,0,,,,,,,,,,,,,,,,,,,,,FALSE,, ,,,,,,,,,,,,,,,,,,,
,,,,,,,,,, , ,, , , , , , ,, ,,,0,,, , ,,, ,, ,,,,,, , , , ,,, , , ,,0,,,,,,,,,,,,,,,,,,,,,FALSE,, ,,,,,,,,,,,,,,,,,,,
,,,,,,,,,, , ,, , , , , , ,, ,,,0,,, , ,,, ,, ,,,,,, , , , ,,, , , ,,0,,,,,,,,,,,,,,,,,,,,,FALSE,, ,,,,,,,,,,,,,,,,,,,
,,,,,,,,,, , ,, , , , , , ,, ,,,0,,, , ,,, ,, ,,,,,, , , , ,,, , , ,,0,,,,,,,,,,,,,,,,,,,,,FALSE,, ,,,,,,,,,,,,,,,,,,,
,,,,,,,,,, , ,, , , , , , ,, ,,,0,,, , ,,, ,, ,,,,,, , , , ,,, , , ,,0,,,,,,,,,,,,,,,,,,,,,FALSE,, ,,,,,,,,,,,,,,,,,,,
,,,,,,,,,, , ,, , , , , , ,, ,,,0,,, , ,,, ,, ,,,,,, , , , ,,, , , ,,0,,,,,,,,,,,,,,,,,,,,,FALSE,, ,,,,,,,,,,,,,,,,,,,
,,,,,,,,,, , ,, , , , , , ,, ,,,0,,, , ,,, ,, ,,,,,, , , , ,,, , , ,,0,,,,,,,,,,,,,,,,,,,,,FALSE,, ,,,,,,,,,,,,,,,,,,,
,,,,,,,,,, , ,, , , , , , ,, ,,,0,,, , ,,, ,, ,,,,,, , , , ,,, , , ,,0,,,,,,,,,,,,,,,,,,,,,FALSE,, ,,,,,,,,,,,,,,,,,,,
,,,,,,,,,, , ,, , , , , , ,, ,,,0,,, , ,,, ,, ,,,,,, , , , ,,, , , ,,0,,,,,,,,,,,,,,,,,,,,,FALSE,, ,,,,,,,,,,,,,,,,,,,
,,,,,,,,,, , ,, , , , , , ,, ,,,0,,, , ,,, ,, ,,,,,, , , , ,,, , , ,,0,,,,,,,,,,,,,,,,,,,,,FALSE,, ,,,,,,,,,,,,,,,,,,,
,,,,,,,,,, , ,, , , , , , ,, ,,,0,,, , ,,, ,, ,,,,,, , , , ,,, , , ,,0,,,,,,,,,,,,,,,,,,,,,FALSE,, ,,,,,,,,,,,,,,,,,,,
,,,,,,,,,, , ,, , , , , , ,, ,,,0,,, , ,,, ,, ,,,,,, , , , ,,, , , ,,0,,,,,,,,,,,,,,,,,,,,,FALSE,, ,,,,,,,,,,,,,,,,,,,
,,,,,,,,,, , ,, , , , , , ,, ,,,0,,, , ,,, ,, ,,,,,, , , , ,,, , , ,,0,,,,,,,,,,,,,,,,,,,,,FALSE,, ,,,,,,,,,,,,,,,,,,,
,,,,,,,,,, , ,, , , , , , ,, ,,,0,,, , ,,, ,, ,,,,,, , , , ,,, , , ,,0,,,,,,,,,,,,,,,,,,,,,FALSE,, ,,,,,,,,,,,,,,,,,,,
,,,,,,,,,, , ,, , , , , , ,, ,,,0,,, , ,,, ,, ,,,,,, , , , ,,, , , ,,0,,,,,,,,,,,,,,,,,,,,,FALSE,, ,,,,,,,,,,,,,,,,,,,
,,,,,,,,,, , ,, , , , , , ,, ,,,0,,, , ,,, ,, ,,,,,, , , , ,,, , , ,,0,,,,,,,,,,,,,,,,,,,,,FALSE,, ,,,,,,,,,,,,,,,,,,,
,,,,,,,,,, , ,, , , , , , ,, ,,,0,,, , ,,, ,, ,,,,,, , , , ,,, , , ,,0,,,,,,,,,,,,,,,,,,,,,FALSE,, ,,,,,,,,,,,,,,,,,,,
,,,,,,,,,, , ,, , , , , , ,, ,,,0,,, , ,,, ,, ,,,,,, , , , ,,, , , ,,0,,,,,,,,,,,,,,,,,,,,,FALSE,, ,,,,,,,,,,,,,,,,,,,
,,,,,,,,,, , ,, , , , , , ,, ,,,0,,, , ,,, ,, ,,,,,, , , , ,,, , , ,,0,,,,,,,,,,,,,,,,,,,,,FALSE,, ,,,,,,,,,,,,,,,,,,,
,,,,,,,,,, , ,, , , , , , ,, ,,,0,,, , ,,, ,, ,,,,,, , , , ,,, , , ,,0,,,,,,,,,,,,,,,,,,,,,FALSE,, ,,,,,,,,,,,,,,,,,,,
,,,,,,,,,, , ,, , , , , , ,, ,,,0,,, , ,,, ,, ,,,,,, , , , ,,, , , ,,0,,,,,,,,,,,,,,,,,,,,,FALSE,, ,,,,,,,,,,,,,,,,,,,
